application_status,license_type,application_classification,application_classification_1,application_classification_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,6/30/2022,COMPLETE,MR283970,"KCCS, LLC",Northampton,1060.0,,,26 Strong Ave,,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.62791 42.3197690),PO BOX 1630,,Northampton,MA,1061,86-1233971,MRN283970,Wed Apr 21 2021 14:21:14 GMT-0400 (Eastern Daylight Time),Wed Mar 10 2021 15:47:54 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Minority-Owned Business,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 14 2020 16:20:22 GMT-0500 (Eastern Standard Time),Mon May 03 2021 09:53:36 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:04:59 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,,MA,42.319769,-72.62791,,3/22/2024,"KCCS, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284186,"Cypress Tree Management Fenway, Inc.",Boston,2215.0,,,419 Boylston Street,300,Boston,MA,2116,POINT (-71.073493 42.334948),POINT (-71.088710 42.3468030),419 Boylston Street,300,Boston,MA,2116,83-3754125,MRN284186,Mon Apr 19 2021 12:31:23 GMT-0400 (Eastern Daylight Time),Thu Apr 01 2021 12:42:03 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Tue Mar 23 2021 15:52:43 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 08:55:55 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:51:40 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2215.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.346803,-71.08871,,3/22/2024,"Cypress Tree Management Fenway, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/4/2022,COMPLETE,MR282926,Alexsofia LLC,Northampton,1060.0,,,41 Strong Ave.,,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.627579 42.3191169),20 Hillside Lane,,Ashley Falls,MA,1222,84-2171651,MRN282926,Tue Mar 24 2020 14:57:33 GMT-0400 (Eastern Daylight Time),Mon Feb 10 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 21 2021 16:08:29 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Aug 12 2019 08:52:43 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:31:14 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,,MA,42.319117,-72.62758,,3/22/2024,Alexsofia LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR284841,Kali Cannabis LLC,Palmer,1069.0,,,405 Shearer St.,,Palmer,MA,1069,POINT (-72.571312 42.12756),POINT (-72.326305 42.1716529),405 Shearer St.,,Palmer,MA,1069,92-0333441,MRN284841,Thu Feb 09 2023 14:07:23 GMT-0500 (Eastern Standard Time),Tue Jan 03 2023 13:01:15 GMT-0500 (Eastern Standard Time),Wed May 03 2023 16:46:07 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,,Wed Dec 21 2022 19:38:52 GMT-0500 (Eastern Standard Time),Fri Feb 17 2023 08:56:34 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 15:05:56 GMT-0400 (Eastern Daylight Time),Wed May 03 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1069.0,Palmer,Hampden,42.12756,-72.571312,Western MA,,MA,42.171653,-72.326305,,3/22/2024,Kali Cannabis LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR283295,Mint Retail Facilities LLC,Belmont,2478.0,,,768 Pleasant Street,,Belmont,MA,2478,POINT (-71.275566 42.459085),POINT (-71.182265 42.3926080),21001 N. Tatum Blvd.,#1630-486,Phoenix,AZ,85050,84-4813265,MRN283295,Mon Mar 08 2021 19:55:38 GMT-0500 (Eastern Standard Time),Fri Jan 22 2021 15:26:06 GMT-0500 (Eastern Standard Time),Fri Jul 23 2021 15:38:09 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Thu Feb 20 2020 13:50:38 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:08:47 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:38:14 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Dec 14 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2478.0,Belmont,Middlesex,42.459085,-71.275566,Northeast,,MA,42.392608,-71.182266,,3/22/2024,Mint Retail Facilities LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/10/2023,COMPLETE,MR283963,"617 Therapeutic Health Care, Inc.",Boston,2122.0,,,144 Bowdoin St,,Dorchester,MA,2121,POINT (-71.073493 42.334948),POINT (-71.071084 42.3038250),168 Beacham St.,,Everett,MA,2149,83-1869024,MRN283963,Mon Sep 06 2021 17:00:03 GMT-0400 (Eastern Daylight Time),Thu Mar 04 2021 11:36:17 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Dec 10 2020 10:15:41 GMT-0500 (Eastern Standard Time),Fri Sep 10 2021 10:58:45 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:07:00 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2122.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.303825,-71.071085,,3/22/2024,"617 Therapeutic Health Care, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,MR284730,Lowkey 2 LLC,Boston,2132.0,,,5252-5270 Washington Street,,West Roxbury,MA,2132,POINT (-71.073493 42.334948),POINT (-71.158930 42.259307),1601 Blue Hill Avenue,Suite 201,Boston,MA,2126,88-3410833,MRN284730,Sat Feb 18 2023 17:32:02 GMT-0500 (Eastern Standard Time),Thu Oct 27 2022 21:29:53 GMT-0400 (Eastern Daylight Time),,True,yes,EE202286,APPROVED,EE202286,EE202286,,,,Not a DBE,,,,Thu Jul 28 2022 08:17:52 GMT-0400 (Eastern Daylight Time),Fri Mar 03 2023 09:19:28 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 15:27:56 GMT-0400 (Eastern Daylight Time),Thu Jul 06 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 06 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2132.0,West Roxbury,Suffolk,42.334948,-71.073493,,,MA,42.259307,-71.158931,,3/22/2024,Lowkey 2 LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,FINAL LICENSE,,COMPLETE,MR283012,"The Holistic Concepts, Inc",Brockton,2301.0,,,1915 Main St.,,Brockton,MA,2301,POINT (-70.818958 41.978877),POINT (-71.010850 42.0473209),95 West Elm St.,,Brockton,MA,2301,84-2294903,MRN283012,Tue Jun 23 2020 16:44:12 GMT-0400 (Eastern Daylight Time),Tue Mar 10 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,yes,SE304911,,,,,,,Not a DBE,,,Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 26 2019 22:23:02 GMT-0400 (Eastern Daylight Time),Fri Jun 26 2020 14:12:40 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:23:32 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,5000.0,2301.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.047321,-71.01085,,3/22/2024,"The Holistic Concepts, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284245,Dr.Greenthumb Greenfield LLC,Greenfield,1013.0,,,220-228 Main Street,,Greenfield,MA,1301,POINT (-72.571312 42.12756),POINT (-72.602445 42.5881899),19 Oak lane,,Douglaston,NY,11363,87-1767941,MRN284245,Thu Dec 16 2021 11:54:53 GMT-0500 (Eastern Standard Time),Tue Nov 23 2021 10:57:21 GMT-0500 (Eastern Standard Time),Tue Mar 22 2022 11:41:57 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Minority-Owned Business,,,,Sun May 16 2021 15:22:54 GMT-0400 (Eastern Daylight Time),Fri Dec 17 2021 11:52:23 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:55:13 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1013.0,Chicopee,Hampden,42.12756,-72.571312,Western MA,,MA,42.58819,-72.602445,,3/22/2024,Dr.Greenthumb Greenfield LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,12/5/2023,COMPLETE,MR284518,Uma Flowers Lunenburg LLC,Lunenburg,1462.0,,,2 Tarbell St,,Pepperell,MA,1463,POINT (-71.840209 42.329642),POINT (-71.770356 42.5703549),2 Tarbell St,,Pepperell,MA,1463,87-4039480,MRN284518,Mon May 23 2022 10:37:21 GMT-0400 (Eastern Daylight Time),Fri Feb 11 2022 11:30:18 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Nov 26 2021 13:04:38 GMT-0500 (Eastern Standard Time),Fri Jun 10 2022 11:07:58 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 11:57:17 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 01 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1462.0,Lunenburg,Worcester,42.329642,-71.840209,Central MA,,MA,42.570355,-71.770356,,3/22/2024,Uma Flowers Lunenburg LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR282570,Union Leaf Inc.,Somerville,2143.0,,,71-72 Union Square,,Somerville,MA,2143,POINT (-71.275566 42.459085),POINT (-71.094933 42.3798460),71-72 Union Square,,Somerville,MA,2143,83-3980978,MRN282570,Mon Mar 30 2020 11:44:07 GMT-0400 (Eastern Daylight Time),Tue Mar 17 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 10 2020 11:59:03 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,,Wed Apr 03 2019 16:58:03 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 16:03:28 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2143.0,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.379846,-71.094934,,3/22/2024,Union Leaf Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR284276,Smokey Leaf,Greenfield,1301.0,,,45-49 Bank Row,,Greenfield,MA,1301,POINT (-72.573941 42.587072),POINT (-72.600399 42.5864839),49 Bank Row,,Greenfield,MA,1301,86-2382648,MRN284276,Mon Aug 23 2021 13:36:24 GMT-0400 (Eastern Daylight Time),Tue Jul 20 2021 13:12:14 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Wed Jun 09 2021 09:03:24 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 07:44:59 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:37:36 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 29 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1301.0,Greenfield,Franklin,42.587072,-72.573941,Western MA,,MA,42.586484,-72.6004,,3/22/2024,Smokey Leaf,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,1/16/2024,COMPLETE,MR284150,Theory Wellness Inc.,Medford,2155.0,,,162 Mystic Ave,,Medford,MA,2155,POINT (-71.275566 42.459085),POINT (-71.104564 42.4097950),38 Montvale Ave,#210,Stoneham,MA,2180,47-5615911,MRN284150,Mon Nov 14 2022 12:19:30 GMT-0500 (Eastern Standard Time),Tue Aug 02 2022 09:21:54 GMT-0400 (Eastern Daylight Time),,True,no,,,,,APPROVED,RP201916,RP201916,Not a DBE,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 12:13:58 GMT-0500 (Eastern Standard Time),Fri Dec 02 2022 14:51:44 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 15:32:54 GMT-0400 (Eastern Daylight Time),Tue Apr 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2155.0,Medford,Middlesex,42.459085,-71.275566,Northeast,,MA,42.409795,-71.104565,,3/22/2024,Theory Wellness Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,6/1/2022,COMPLETE,MR281332,"Ashli's, Inc.",Attleboro,2703.0,,,70 Frank Mossberg Dr.,,Attleboro,MA,2703,POINT (-71.102131 41.778329),POINT (-71.324689 41.9196570),81 West St.,Suite 2112,Attleboro,MA,2703,82-5456028,MRN281332,Fri Sep 14 2018 11:47:09 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Nov 02 2018 12:30:43 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Veteran-Owned Business | Woman-Owned Business,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 26 2018 08:13:26 GMT-0400 (Eastern Daylight Time),Mon Sep 24 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 01 2018 15:11:49 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,2703.0,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.919657,-71.324689,,3/22/2024,"Ashli's, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,FINAL LICENSE,,COMPLETE,MR284651,Enlite Cannabis Dispensary LLC,Springfield,1151.0,,,459 Main Street,,Indian Orchard,MA,1151,POINT (-72.571312 42.12756),POINT (-72.488720 42.1561230),"55 Frank B Murray Street, Suite 301",,Springfield,MA,1103,83-1339372,MRN284651,Wed Nov 02 2022 16:10:48 GMT-0400 (Eastern Daylight Time),Wed Aug 17 2022 11:46:37 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 16:15:21 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Minority-Owned Business,,,Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Wed May 04 2022 10:55:39 GMT-0400 (Eastern Daylight Time),Tue Nov 08 2022 11:27:46 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:08:10 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 12 2025 03:00:00 GMT-0500 (Eastern Standard Time),,5000.0,1151.0,Indian Orchard,Hampden,42.12756,-72.571312,,,MA,42.156123,-72.488721,,3/22/2024,Enlite Cannabis Dispensary LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MR284441,Primus LLC,Springfield,1109.0,,,666 State St.,,Springfield,MA,1109,POINT (-72.571312 42.12756),POINT (-72.570273 42.1106570),666 State St.,,Springfield,MA,1109,83-4302773,MRN284441,Tue Aug 23 2022 08:31:57 GMT-0400 (Eastern Daylight Time),Tue Feb 08 2022 13:20:39 GMT-0500 (Eastern Standard Time),Wed Jan 25 2023 15:18:43 GMT-0500 (Eastern Standard Time),True,yes,SE303656,,,,,,,Minority-Owned Business,,,,Thu Oct 07 2021 11:12:30 GMT-0400 (Eastern Daylight Time),Wed Aug 10 2022 16:55:57 GMT-0400 (Eastern Daylight Time),Fri Sep 16 2022 14:03:17 GMT-0400 (Eastern Daylight Time),Wed Jan 25 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri May 24 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,1109.0,Springfield,Hampden,42.12756,-72.571312,Western MA,,MA,42.110657,-72.570273,SE303656,3/22/2024,Primus LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,12/8/2021,COMPLETE,MR282881,Frozen 4 Corporatioon,Marshfield,2050.0,,,618 Columbia Road,,Dorchester,MA,2125,POINT (-70.818958 41.978877),POINT (-70.758618 42.1062799),8 Bayridge Lane,,Duxbury,MA,2332,83-2341577,MRN282881,Thu Mar 12 2020 15:10:52 GMT-0400 (Eastern Daylight Time),Fri Feb 07 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 05 2020 14:06:54 GMT-0400 (Eastern Daylight Time),True,,,,,EEA201955,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jul 22 2019 14:25:27 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:13:00 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,2050.0,Marshfield,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.10628,-70.758619,,3/22/2024,Frozen 4 Corporatioon,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284703,Green Gold Group,Palmer,1069.0,,,60 Prospect Street,,North Brookfield,MA,1535,POINT (-72.571312 42.12756),POINT (-72.326463 42.1678489),60 Prospect Street,,North Brookfield,MA,1535,47-4984402,MRN284703,Fri Sep 30 2022 18:15:47 GMT-0400 (Eastern Daylight Time),Fri Aug 19 2022 10:03:52 GMT-0400 (Eastern Daylight Time),Thu Feb 09 2023 15:08:20 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,,Tue Jun 21 2022 12:37:27 GMT-0400 (Eastern Daylight Time),Thu Nov 17 2022 12:48:18 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:17:38 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 09 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1069.0,Palmer,Hampden,42.12756,-72.571312,Western MA,,MA,42.167849,-72.326463,,3/22/2024,Green Gold Group,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/2/2022,COMPLETE,MR282206,"Coastal Healing, Inc.",Westport,2790.0,,,248 State Road,,Westport,MA,2790,POINT (-71.102131 41.778329),POINT (-71.103795 41.6731279),1942 Crandall Road,,Tiverton,RI,2878,84-2687547,MRN282206,Sat Nov 06 2021 09:30:29 GMT-0400 (Eastern Daylight Time),Fri Sep 24 2021 11:07:18 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Dec 19 2018 10:10:13 GMT-0500 (Eastern Standard Time),Mon Nov 15 2021 15:49:21 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:15:01 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 23 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2790.0,Westport,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.673128,-71.103795,,3/22/2024,"Coastal Healing, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,11/1/2019,COMPLETE,MR282468,In Good Health Inc.,Brockton,2301.0,,,1200 West Chestnut Street,,Brockton,MA,2301,POINT (-70.818958 41.978877),POINT (-71.065163 42.0527289),1200 W CHESTNUT ST,,BROCKTON,MA,2301,46-2680110,MRN282468,Tue Apr 09 2019 13:46:48 GMT-0400 (Eastern Daylight Time),Fri Mar 15 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon May 20 2019 12:01:52 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201826,RPA201826,Not a DBE,,,Fri Sep 13 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 05 2019 16:46:47 GMT-0500 (Eastern Standard Time),Fri Apr 12 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2019 13:29:50 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 20 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,2301.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.052729,-71.065164,,3/22/2024,In Good Health Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,8/10/2023,COMPLETE,MR282629,"ToroVerde (Massachusetts) III, Inc.",Whately,1093.0,,,C/O Evanscutler Attorneys 90 Conz Street,,Northampton,MA,1060,POINT (-72.573941 42.587072),POINT (-72.163417 42.5737310),C/O Evanscutler Attorneys 90 Conz Street,,Northampton,MA,1060,83-2548412,MRN282629,Tue Jan 21 2020 11:16:19 GMT-0500 (Eastern Standard Time),Wed Nov 13 2019 00:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 29 2020 16:25:02 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 22 2019 16:28:32 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Wed May 13 2020 09:50:46 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 29 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1093.0,Whately,Franklin,42.587072,-72.573941,Western MA,Unit A1,MA,42.573731,-72.163418,,3/22/2024,"ToroVerde (Massachusetts) III, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284796,Porter Square Remedies LLC,Cambridge,2140.0,,,1908 Massachusetts Avenue,,Cambridge,MA,2140,POINT (-71.275566 42.459085),POINT (-71.119872 42.388897),2408 Princeton Way,,Westford,MA,1886,87-2075276,MRN284796,Fri Jul 21 2023 15:57:57 GMT-0400 (Eastern Daylight Time),Wed Dec 07 2022 08:36:17 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Tue Oct 25 2022 13:37:14 GMT-0400 (Eastern Daylight Time),Fri Jul 28 2023 09:27:47 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 13:08:20 GMT-0500 (Eastern Standard Time),,,1500.0,,2140.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.388897,-71.119873,,3/22/2024,Porter Square Remedies LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
