license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License #,Address,Residual Solvents,Microbials,Mycotoxins,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402R-00327,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,1750 30th Street Unit 84A,Boulder,80301,2023-04-02,Stores,Adult-Use,,,,,,,402R-00327,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 741-6111,,,1750 30th St 84A & B,Boulder County,40.01730959999999,-105.2526539,https://www.magnoliaroadcc.com/
402R-00869,PHYSICIAN PREFERRED PRODUCTS LLC,Doc's Apothecary,4080 North Globeville Road,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00869,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 458-0898,,,4080 Globeville Rd,Denver County,39.7726443,-104.9888583,http://www.thedocsapothecary.com/
402R-00269,APOGEE MANAGEMENT INC,Terrapin Care Station,"11091 East Mississippi Avenue, Suite A",Aurora,80012,2023-04-02,Stores,Adult-Use,,,,,,,402R-00269,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 954-8402 ext. 3,,,11091 E Mississippi Ave,Arapahoe County,39.69717780000001,-104.859554,http://www.terrapincarestation.com/
402R-00222,WESTSIDE WELLNESS CENTER LLC,Maggie's Farm,"1400 Santa Fe Drive, Suites A & B",Pueblo,81006,2023-04-02,Stores,Adult-Use,,,,,,,402R-00222,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 582-1925,,,1400 Santa Fe Dr Ste A,Pueblo County,38.2453201,-104.582735,https://www.maggiesfarmmarijuana.com/locations/pueblo-east/
402R-00045,MILE HIGH MEDICAL CANNABIS LLC,LIT,1630 North Federal Boulevard,Denver,80204,2023-04-02,Stores,Adult-Use,,,,,,,402R-00045,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 455-9333,,,1630 Federal Blvd,Denver County,39.7429642,-105.0246893,https://www.litmmj.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb
402R-00079,LIVWELL XVI LLC,LivWell,2020 South Colorado Boulevard,Denver,80222,2023-04-02,Stores,Adult-Use,,,,,,,402R-00079,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 758-9114,,,2020 S Colorado Blvd,Denver County,39.6797481,-104.9403912,https://livwell.com/locations/colorado/colorado-blvd-denver
402R-00027,ALTERNATIVE MEDICINE ON THE MALL LLC,Native Roots Speer,500 North Grant Street,Denver,80203,2023-04-02,Stores,Adult-Use,,,,,,,402R-00027,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 428-8613,,,500 Grant St,Denver County,39.7244763,-104.9831301,https://nativerootscannabis.com/locations/speer-blvd-marijuana-dispensary/
402R-00369,ELK MOUNTAIN TRADING POST LLC,ELK MOUNTAIN TRADING POST LLC,170 East 3rd Street,De Beque,81630,2023-04-02,Stores,Adult-Use,,,,,,,402R-00369,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 283-8937,,,170 E 3rd St,Mesa County,39.3321044,-108.2130511,https://www.elkmountaintradingpost.co/
402R-00037,LIGHTSHADE LABS LLC,Lightshade,5885 East Evans Avenue,Denver,80222,2023-04-02,Stores,Adult-Use,,,,,,,402R-00037,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 756-3762,,,5885 E Evans Ave,Denver County,39.67886350000001,-104.9196777,https://lightshade.com/dispensaries/evans-denver/?utm_medium=organic&utm_source=gbp&utm_campaign=website
402R-00797,HIGH OCTANE LLC,None,8910 South Interstate 25,Pueblo,81004,2023-04-02,Stores,Adult-Use,,,,,,,402R-00797,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 542-3901,,,2912 N Elizabeth St,Pueblo County,38.2986928,-104.6148691,http://restaurantwebexpert.com/TwoandNine/
402R-00806,LIVWELL IV LLC,LIVWELL,2565 North Interstate 25,Pueblo,81008,2023-04-02,Stores,Adult-Use,,,,,,,402R-00806,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 306-0042,,,2565 I-25 Exit 104,Pueblo County,38.34748769999999,-104.6212092,https://livwell.com/locations/colorado/pueblo-north
402R-00171,D AND C MEDICAL MARIJUANA LLC,GOLDEN LEAF,1755 Lincoln Avenue,Steamboat Springs,80487,2023-04-02,Stores,Adult-Use,,,,,,,402R-00171,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 870-2941,,,1755 Lincoln Ave,Routt County,40.4970425,-106.8539942,http://goldenleaf.co/
402R-00685,HQ LANDING LLC,High Q Parachute,254 South Railroad Avenue,Parachute,81635,2023-04-02,Stores,Adult-Use,,,,,,,402R-00685,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 981-0040,,,254 S Rail Rd Ave,Garfield County,39.4533568,-108.046737,https://www.highqrockies.com/
402R-00113,THE GIVING TREE OF DENVER LLC,None,2707 West 38th Avenue,Denver,80211,2023-04-02,Stores,Adult-Use,,,,,,,402R-00113,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402R-00957,BEST INVEST LLC,BEST HIGH,1518 North Quince Street,Denver,80220,2023-04-02,Stores,Adult-Use,,,,,,,402R-00957,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 900-0809,,,1518 Quince St,Denver County,39.7405583,-104.9021191,https://besthighdispensary.com/
402R-00046,DP RETAIL 112 LLC,Green Dragon,5130 East Colfax Avenue,Denver,80220,2023-04-02,Stores,Adult-Use,,,,,,,402R-00046,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 458-6450,,,5130 E Colfax Ave,Denver County,39.7399424,-104.927136,https://greendragon.com/locations/east-denver-colfax-ave/
402R-00708,SBUD LLC,Star Buds,7521 Ute Highway,Longmont,80503,2023-04-02,Stores,Adult-Use,,,,,,,402R-00708,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 651-0709,,,7521 Ute Hwy #66,Boulder County,40.2036817,-105.1774797,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-longmont?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=longmont
402R-00107,DP RETAIL 106 LLC,Green Dragon,"1795 Airport Road, Unit A3",Breckenridge,80424,2023-04-02,Stores,Adult-Use,,,,,,,402R-00107,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 453-4900,,,1795 Airport Rd Unit A3,Summit County,39.5075349,-106.052222,https://greendragon.com/locations/breckenridge/
402R-00210,SKINNY PINEAPPLE INC,THE FARM MARIJUANA DISPENSARY BOULDER,2801 Iris Avenue,Boulder,80301,2023-04-02,Stores,Adult-Use,,,,,,,402R-00210,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 440-1323,,,2801 Iris Ave,Boulder County,40.0366538,-105.2570325,http://thefarmco.com/
402R-00012,DGS INC,The Kind Room,1881 South Broadway,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402R-00012,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 266-3136,,,1881 S Broadway,Denver County,39.6824659,-104.987826,https://www.thekindroom.org/
402R-00979,FIFTH ACE LLC,The Jive Hyve,7889 Tamarack Lane,Ordway,81063,2023-04-02,Stores,Adult-Use,,,,,,,402R-00979,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00219,MAGGIES FARM LLC,Maggie's Farm,"74 North Component Drive, Suite 170",Pueblo West,81007,2023-04-02,Stores,Adult-Use,,,,,,,402R-00219,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 547-8345,,,74 Component Dr Ste 170,Pueblo County,38.339067,-104.740686,https://www.maggiesfarmmarijuana.com/locations/pueblo-west/?utm_source=google&utm_medium=organic&utm_campaign=gmb-menu
402R-00837,WLCO LLC,THE REPUBLIC,8401 Baseline Road,Boulder,80303,2023-04-02,Stores,Adult-Use,,,,,,,402R-00837,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 325-7385,,,8401 Baseline Rd,Boulder County,40.0013138,-105.157043,https://www.shoptherepublic.com/
402R-00762,DINOTREATS LLC,DinoTreats,102 Tyrannosaurus Triangle,Dinosaur,81610,2023-04-02,Stores,Adult-Use,,,,,,,402R-00762,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 374-2350,,,102 Tyrannosaurus Triangle,Moffat County,40.2444473,-109.0030184,
402R-00353,THA CORP.,The Herbal Alternative,1531 North Lebanon Road,Cortez,81321,2023-04-02,Stores,Adult-Use,,,,,,,402R-00353,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 529-7007,,,1531 Lebanon Rd,Montezuma County,37.3624488,-108.5922897,https://theherbalalternative.net/
402R-00038,DP RETAIL 101 LLC,Green Dragon,930 West Byers Place,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402R-00038,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 480-0660,,,930 W Byers Pl,Denver County,39.7117242,-104.9983849,https://greendragon.com/locations/central-denver-byers-pl/
402R-00960,HIGH PLAINZ STRAINS OF FORT LUPTON INC,None,1330 Factory Circle,Fort Lupton,80621,2023-04-02,Stores,Adult-Use,,,,,,,402R-00960,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 857-4011,,,130 S McKinley Ave,Weld County,40.079619,-104.8125165,http://www.fortlupton.org/
402R-00894,GOOD VIBES ROCKY MOUNTAIN DISPENSARY NO 1 LLC,GOOD VIBES ROCKY MOUNTAIN DISPENSARY,820 West Victory Way,Craig,81625,2023-04-02,Stores,Adult-Use,,,,,,,402R-00894,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 620-4667,,,820 W Victory Way,Moffat County,40.5139279,-107.5569156,http://gvrmd.com/
402R-00970,ERIN COUNTS,BASECAMP CANNABIS,"78259 US 40, Unit B",Winter Park,80482,2023-04-02,Stores,Adult-Use,,,,,,,402R-00970,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 726-1000,,,79025 US-40,Grand County,39.9165822,-105.7830304,
402R-00115,IGADI LTD,IGADI,2818 Colorado Boulevard,Idaho Springs,80452,2023-04-02,Stores,Adult-Use,,,,,,,402R-00115,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 567-2018,,,2818 Colorado Blvd,Clear Creek County,39.74188169999999,-105.4986022,https://igadiltd.com/idaho-springs?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=idaho_springs
402R-00049,RJJ MORRISON II LLC,NATIVE ROOTS COLORADO BLVD,1155 South Colorado Boulevard,Denver,80246,2023-04-02,Stores,Adult-Use,,,,,,,402R-00049,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 428-8075,,,1155 S Colorado Blvd,Denver County,39.69557929999999,-104.9411257,http://nativerootscannabis.com/
402R-00126,DENVER COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,"990 West 6th Avenue, Suite 5",Denver,80204,2023-04-02,Stores,Adult-Use,,,,,,,402R-00126,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 623-7247,,,1538 Wazee St #100,Denver County,39.75069269999999,-105.0003934,https://rockymountainhigh.co/
402R-00379,RJJ ASPEN LLC,Native Roots Aspen,308 South Hunter Street,Aspen,81611,2023-04-02,Stores,Adult-Use,,,,,,,402R-00379,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 429-4443,,,308 S Hunter St,Pitkin County,39.18827679999999,-106.8172937,https://nativerootscannabis.com/locations/aspen-marijuana-dispensary
402R-00052,NATURES HERBS & WELLNESS CENTER,Nature's Herbs & Wellness Center,540 27th Street,Garden City,80631,2023-04-02,Stores,Adult-Use,,,,,,,402R-00052,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 573-5087,,,540 27th St,Weld County,40.3943383,-104.6865445,https://naturesherbsandwellness.com/
402R-00146,PHYSICIAN PREFERRED PRODUCTS LLC,DOCS APOTHECARY,"2100 East 112th Avenue, Unit 5",Northglenn,80233,2023-04-02,Stores,Adult-Use,,,,,,,402R-00146,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 974-5966,,,2100 E 112th Ave UNIT 5,Adams County,39.8988849,-104.9633143,http://thedocsapothecary.com/
402R-00226,ROCKY ROAD REMEDIES LLC,ROCKY ROAD VAIL,"40928 US Highway 6, Unit 2B",Avon,81620,2023-04-02,Stores,Adult-Use,,,,,,,402R-00226,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 688-5633,,,40928 US-6,Eagle County,39.62169119999999,-106.4773841,https://rockyroad.com/
402R-00690,EARTH SOLUTIONS INC,Canna Cabinet Inc,2630 West Pueblo Boulevard Suite A,Pueblo,81004,2023-04-02,Stores,Adult-Use,,,,,,,402R-00690,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 564-2925,,,2630 W Pueblo Blvd,Pueblo County,38.21811780000001,-104.6409733,https://www.thecannacabinet.com/
402R-00758,KGBI COLORADO LLC,SPARK Dispensary,3900 East 48th Avenue,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00758,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 573-4800,,,4799 N Colorado Blvd,Denver County,39.7836111,-104.941559,https://www.sparkdispensary.com/
402R-00394,MODERN MEDICINE LLC,ALTITUDE ORGANIC CANNABIS,817 Little Beaver Trail,Dillon,80435,2023-04-02,Stores,Adult-Use,,,,,,,402R-00394,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 485-6147,,,817 Little Beaver Trail,Summit County,39.630036,-106.060971,https://altitudeorganic.com/recreational/home/
402R-00640,COLUMBIA CARE CO INC,MEDICINE MAN,130 West 84th Avenue,Thornton,80260,2023-04-02,Stores,Adult-Use,,,,,,,402R-00640,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 627-5895,,,130 W 84th Ave,Adams County,39.84850369999999,-104.9887352,http://www.medicinemandenver.com/
402R-00716,CHIMERA STRATEGIES INC,Terrapin Care Station,650 20th Avenue,Longmont,80501,2023-04-02,Stores,Adult-Use,,,,,,,402R-00716,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 954-8402 ext. 7,,,650 20th Ave,Boulder County,40.1941726,-105.1033443,http://www.terrapincarestation.com/
402R-00418,BK HOLDINGS LLC,THE HERBAL CENTER,12005 East 37th Avenue,Denver,80239,2023-04-02,Stores,Adult-Use,,,,,,,402R-00418,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 549-4372,,,12005 E 37th Ave,Denver County,39.768283,-104.847942,https://theherbalcenter.store/
402R-00574,HIGHWAY 40 LLC,Bonfire Cannabis Company,8 County Road 821,Tabernash,80478,2023-04-02,Stores,Adult-Use,,,,,,,402R-00574,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 726-1393,,,8 County Rd 821,Grand County,39.9929526,-105.8445464,http://www.bonfirecannabis.com/
402R-00066,EXCELSIOR MANAGEMENT LLC,TWEEDLEAF,440 Lawrence Street,Central City,80427,2023-04-02,Stores,Adult-Use,,,,,,,402R-00066,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 504-1355,,,440 Lawrence St,Gilpin County,39.80140559999999,-105.5039833,https://tweedlife.com/central-city/?utm_source=gmb&utm_medium=organic&utm_campaign=website-central-city
402R-00547,GREEN WORLD EXPRESS INC,GREEN WORLD EXPRESS,5320 US Highway 285,Antonito,81120,2023-04-02,Stores,Adult-Use,,,,,,,402R-00547,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 206-3265,,,5320 US Hwy 285,Conejos County,37.068397,-106.013453,http://lacasacannabis.com/
402R-00417,920104 LLC,Callies,920 West 104th Avenue,Northglenn,80234,2023-04-02,Stores,Adult-Use,,,,,,,402R-00417,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 379-9526,,,920 W 104th Ave,Adams County,39.8834851,-104.9973967,http://shoppecallies.com/
402R-00717,CHRONIC THERAPY-CORTEZ LLC,None,1020 South Broadway Avenue,Cortez,81321,2023-04-02,Stores,Adult-Use,,,,,,,402R-00717,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00763,CORRIDOR 70 LLC,Everbloom,10185 West 49th Avenue,Wheat Ridge,80033,2023-04-02,Stores,Adult-Use,,,,,,,402R-00763,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 226-9308,,,10185 W 49th Ave,Jefferson County,39.7858123,-105.1118223,http://theeverbloom.wm.store/
402R-00990,AMERICAN WHOLESALE LLC,PALMER LAKE WELLNESS CENTER,855 Highway 105,Palmer Lake,80133,2023-04-02,Stores,Adult-Use,,,,,,,402R-00990,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 488-9900,,,855 CO-105,El Paso County,39.0995983,-104.8775775,http://deadflowermj.com/
402R-00903,LIVWELL XVI LLC,LivWell,3600 South Wadsworth Boulevard Units C D & E,Lakewood,80235,2023-04-02,Stores,Adult-Use,,,,,,,402R-00903,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 484-8853,,,3600 S Wadsworth Blvd,Jefferson County,39.64943160000001,-105.0807213,https://livwell.com/locations/colorado/lakewood
402R-00474,THE GREEN SOLUTION LLC,None,6681 Federal Boulevard,Denver,80221,2023-04-02,Stores,Adult-Use,,,,,,,402R-00474,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402R-00094,DP RETAIL 104 LLC,Green Dragon,"2467 Sheridan Bouldevard, Unit B",Edgewater,80214,2023-04-02,Stores,Adult-Use,,,,,,,402R-00094,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 480-0640,,,2467 Sheridan Boulevard,Jefferson County,39.7523418,-105.0536339,https://greendragon.com/locations/edgewater/
402R-00168,LIVWELL III LLC,LivWell,1941 West Evans Avenue,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402R-00168,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 361-2981,,,1941 W Evans Ave,Denver County,39.6790712,-105.0103926,https://livwell.com/locations/colorado/evans-denver
402R-00989,ALPINE ESSENTIALS LLC,Alpine Essentials,850 A & B Commercial Lane,Palmer Lake,80133,2023-04-02,Stores,Adult-Use,,,,,,,402R-00989,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 375-1134,,,850 Commercial Ln,El Paso County,39.1018894,-104.8788103,http://alpinemj.com/
402R-00422,GREEN STREET DISPENSARY LLC,THE GREENERY,"208 Parker Avenue, Suite E",Durango,81303,2023-04-02,Stores,Adult-Use,,,,,,,402R-00422,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 403-3710,,,208 Parker Ave suite e,La Plata County,37.23492809999999,-107.8718138,http://durangogreenery.com/
402R-00344,MAMMOTH DURANGO LLC,Mammoth Farms,"755 South Federal Boulevard, Unit 4 & 5",Denver,80219,2023-04-02,Stores,Adult-Use,,,,,,,402R-00344,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 993-5653,,,755 S Federal Blvd,Denver County,39.7028681,-105.0256235,https://dutchie.com/dispensaries/mammoth-farms-dispensary-denver/menu
402R-00895,FRESH BAKED LLC,FRESH BAKED,2535 Pearl Street,Boulder,80302,2023-04-02,Stores,Adult-Use,,,,,,,402R-00895,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 440-9393,,,2535 Pearl St,Boulder County,40.0217238,-105.2624592,https://www.freshbakedboulder.com/
402R-00986,VERTICAL INVESTMENT GROUP LLC,Stellar Cannabis Co.,1395 South Sheridan Boulevard Unit H,Lakewood,80232,2023-04-02,Stores,Adult-Use,,,,,,,402R-00986,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00605,SILVER LAKE HOLDINGS LLC,Rooted,110 Santa Fe Trail,Trinidad,81082,2023-04-02,Stores,Adult-Use,,,,,,,402R-00605,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 422-8079,,,110 Santa Fe Trail,Las Animas County,37.1662826,-104.5096842,http://www.rootedcannabis.com/
402R-00524,CONCENTRATE LLC,WOLF PAC CANNABIS,749 East Enterprise Drive,Pueblo West,81007,2023-04-02,Stores,Adult-Use,,,,,,,402R-00524,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 717-0276,,,749 E Enterprise Dr,Pueblo County,38.3276042,-104.7120904,
402R-00656,MJM HOLDINGS LIMITED,STICKY FINGERZ,3954 North Williams Street,Denver,80205,2023-04-02,Stores,Adult-Use,,,,,,,402R-00656,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 955-5531,,,3954 N Williams St,Denver County,39.77236449999999,-104.9656588,https://stickyfingerzdispensary.com/
402R-00885,ELEVATIONS 7888 LLC,Dispensary 7884,327 Main Street,Antonito,81120,2023-04-02,Stores,Adult-Use,,,,,,,402R-00885,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 206-7884,,,327 Main St,Conejos County,37.07492779999999,-106.0089965,https://elevations7888.business.site/?utm_source=gmb&utm_medium=referral
402R-00650,NUVUE PHARMA LLC,None,4740 Dillon Drive,Pueblo,81008,2023-04-02,Stores,Adult-Use,,,,,,,402R-00650,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 542-3901,,,2912 N Elizabeth St,Pueblo County,38.2986928,-104.6148691,http://restaurantwebexpert.com/TwoandNine/
402R-00711,THC2 INC,THE HAPPY CAMPER CANNABIS COMPANY,420 Wine Valley Road,Palisade,81526,2023-04-02,Stores,Adult-Use,,,,,,,402R-00711,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 609-0420,,,420 Wine Vly Road,Mesa County,39.11614,-108.3575771,https://thcpalisade.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing
402R-00897,ASCEND LITTLETON LLC,Ascend Cannabis Co.,5231 South Santa Fe Drive,Littleton,80120,2023-04-02,Stores,Adult-Use,,,,,,,402R-00897,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 794-5254,,,5231 S Santa Fe Dr #100,Arapahoe County,39.6221328,-105.0156568,http://www.ascendcannabisco.com/
402R-00421,FARAGOSI FARMS INC,FARAGOSI FARMS,118 Santa Fe Trail,Trinidad,81082,2023-04-02,Stores,Adult-Use,,,,,,,402R-00421,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 846-2310,,,118 Santa Fe Trail,Las Animas County,37.16615840000001,-104.5097688,http://faragosifarms.com/
402R-00925,YUMA SE LLC,None,4440 Morrison Road  Unit 103,Denver,80219,2023-04-02,Stores,Adult-Use,,,,,,,402R-00925,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402R-00248,SUN HOUSE SALIDA LLC,3D Cannabis Center,248 East US Highway 50,Salida,81201,2023-04-02,Stores,Adult-Use,,,,,,,402R-00248,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 207-4212,,,7595 US-50 Unit B,Chaffee County,38.52436460000001,-106.0174614,http://www.naturesmedicinesalida.com/
402R-00981,SMOKIN' COWBOY LLC,None,7840 6th Street,Wellington,80549,2023-04-02,Stores,Adult-Use,,,,,,,402R-00981,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 568-4444,,,8017 First St,Larimer County,40.7017059,-105.0080337,http://www.fitness1clubs.com/
402R-00058,MILE HIGH MEDICAL CANNABIS LLC,LIT,2001 South Broadway,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402R-00058,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 327-5613,,,2001 S Broadway,Denver County,39.6800582,-104.9877982,https://www.litmmj.com/?utm_source=local&utm_medium=organic&utm_campaign=gmbbroadway
